cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year,latitude,longitude
02B,02B000004,2B005,ALANDO,02B000002,RESERVOIR ALANDO,100 %,02B00078509,2018-04-25,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,ALANDO,MAIRIE DE ALANDO,MAIRIE DE ALANDO,C,C,C,C,4,2018,42.3063333,9.290622500000001
02B,02B000004,2B005,ALANDO,,,,02B00079529,2018-07-11,09h00,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante,ALANDO,MAIRIE DE ALANDO,MAIRIE DE ALANDO,N,C,N,C,7,2018,42.3063333,9.290622500000001
02B,02B000004,2B005,ALANDO,,,,02B00081258,2018-09-26,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante,ALANDO,MAIRIE DE ALANDO,MAIRIE DE ALANDO,C,C,C,C,9,2018,42.3063333,9.290622500000001
02B,02B000011,2B023,ASCO,,,,02B00077729,2018-01-09,07h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries sulfito-réductrices. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ASCO,MAIRIE DE ASCO,MAIRIE DE ASCO,C,C,N,N,1,2018,42.454277399999995,9.034177699999999
02B,02B000011,2B023,ASCO,02B000008,RESERVOIR ASCO,100 %,02B00078528,2018-05-14,07h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ASCO,MAIRIE DE ASCO,MAIRIE DE ASCO,C,C,C,N,5,2018,42.454277399999995,9.034177699999999
02B,02B000011,2B023,ASCO,,,,02B00078531,2018-03-26,08h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries sulfito-réductrices. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ASCO,MAIRIE DE ASCO,MAIRIE DE ASCO,C,C,N,N,3,2018,42.454277399999995,9.034177699999999
02B,02B000011,2B023,ASCO,02B000008,RESERVOIR ASCO,100 %,02B00079546,2018-07-18,06h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau faiblement minéralisée. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante,ASCO,MAIRIE DE ASCO,MAIRIE DE ASCO,C,C,N,N,7,2018,42.454277399999995,9.034177699999999
02B,02B000011,2B023,ASCO,,,,02B00079548,2018-08-29,10h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ASCO,MAIRIE DE ASCO,MAIRIE DE ASCO,C,C,C,N,8,2018,42.454277399999995,9.034177699999999
02B,02B000011,2B023,ASCO,,,,02B00081268,2018-10-15,07h30,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante,ASCO,MAIRIE DE ASCO,MAIRIE DE ASCO,N,C,N,N,10,2018,42.454277399999995,9.034177699999999
02B,02B000021,2B003,AITI,02B000018,RESERVOIR AITI,100 %,02B00078506,2018-01-16,07h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Carbone Organique Total hors norme. La teneur en chlore libre est insuffisante,AITI,MAIRIE DE AITI,MAIRIE DE AITI,C,C,C,N,1,2018,42.3985048,9.2434795
